count,brojPu,nazivPu,adresa,mjesto,grad,nazivZupanije,latitude,longitude
1016,32254,Vrbanja,Kneza Ljudevita Posavskog 17,VRBANJA,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.9801333 ,18.9271500 
1016,32255,Soljani *,Braće Radić 42 A,SOLJANI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.95141113278679,18.975032128305315
1016,32256,Strošinci,Vladimira Nazora 50,STROŠINCI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.9150500 ,19.0658333 
1016,32257,Drenovci,Vladimira Nazora 4,DRENOVCI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.9191167 ,18.9099667 
1016,32258,Posavski Podgajci,Matije Gupca 152,POSAVSKI PODGAJCI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.9402500 ,18.8320667 
1016,32259,Gunja,Trg žrtava Domovinskog rata 35,GUNJA,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.8881500 ,18.8267667 
1016,32260,Gunja  sez.,Trg bana Šokčevića 1,GUNJA,GUNJA,VUKOVARSKO-SRIJEMSKA,44.8797167 ,18.8536833 
1016,32262,Račinovci,Ante Starčevića 2,RAČINOVCI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,44.863628926825314,18.955992304229767
1016,32264,Bajakovo,Prijelaz državne granice Bajakovo,LIPOVAC,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.0475667 ,19.1035333 
1016,32270,Županja,Dr. Franje Račkog 2 B,ŽUPANJA,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.0755333 ,18.6960333 
1016,32271,Rokovci Andrijaševci,Vinkovačka 6,ROKOVCI,ROKOVCI,VUKOVARSKO-SRIJEMSKA,45.22808329999999,18.741823100000033
1016,32272,Cerna,Šetalište dr. Franje Tuđmana 9,CERNA,CERNA,VUKOVARSKO-SRIJEMSKA,45.1883667 ,18.6886000 
1016,32273,Gradište,Trg Hrvatskih velikana 36,GRADIŠTE,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.1473667 ,18.7061833 
1016,32274,Štitar,Josipa Jurja Strossmayera 36,ŠTITAR,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.0948500 ,18.6398833 
1016,32275,Bošnjaci,Trg fra B. T. Leakovića 10,BOŠNJACI,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.0497833 ,18.7561500 
1016,32276,Babina Greda,Kralja Tomislava 3,BABINA GREDA,ŽUPANJA,VUKOVARSKO-SRIJEMSKA,45.1153167 ,18.5365333 
1016,32280,Jarmina,Braće Radić 27,JARMINA,JARMINA,VUKOVARSKO-SRIJEMSKA,45.318212981310545,18.732385336953712
1016,32281,Ivankovo,Trg Bana Josipa Jelačića 5,IVANKOVO,IVANKOVO,VUKOVARSKO-SRIJEMSKA,45.2880667 ,18.6842833 
1016,32282,Retkovci,Braće Radić 3,RETKOVCI,RETKOVCI,VUKOVARSKO-SRIJEMSKA,45.18713667703997,18.688280079376227
1016,32283,Vođinci,Josipa Jurja Strossmayera 198,VOĐINCI,VOĐINCI,VUKOVARSKO-SRIJEMSKA,45.2729667 ,18.6108167 
1016,32284,Stari Mikanovci,Matije Gupca 2,STARI MIKANOVCI,STARI MIKANOVCI,VUKOVARSKO-SRIJEMSKA,45.28561819999999,18.555197200000066
1016,33000,Virovitica,Masarykova 1,VIROVITICA,VIROVITICA,VIROVITIČKO-PODRAVSKA,45.8317000 ,17.3840333 
1016,33401,Virovitica,Sajmište 2,VIROVITICA,VIROVITICA,VIROVITIČKO-PODRAVSKA,45.82832248109607,17.398084670639037
1016,33404,Špišić Bukovica,Vladimira Nazora 63,ŠPIŠIĆ BUKOVICA,ŠPIŠIĆ BUKOVICA,VIROVITIČKO-PODRAVSKA,45.86312776811436,17.302663031911834
1016,33405,Pitomača,Ljudevita Gaja 34,PITOMAČA,PITOMAČA,VIROVITIČKO-PODRAVSKA,45.94865560800643,17.2318756042298
1016,33406,Lukač,Lukač 50,LUKAČ,LUKAČ,VIROVITIČKO-PODRAVSKA,45.8739473,17.419092399999954
1016,33410,Suhopolje,Trg svete Terezije 6,SUHOPOLJE,SUHOPOLJE,VIROVITIČKO-PODRAVSKA,45.80072715457725,17.497601520901526
1016,33411,Gradina,Trg Hrvatskih branitelja 6A,GRADINA,GRADINA,VIROVITIČKO-PODRAVSKA,45.8563333 ,17.5155167 
1016,33412,Cabuna,Stjepana  Radića 20,CABUNA,CABUNA,VIROVITIČKO-PODRAVSKA,45.7583000 ,17.5769833 
1016,33507,Crnac,Nikole Šubića Zrinskog 2,CRNAC,CRNAC,VIROVITIČKO-PODRAVSKA,45.6931667 ,17.9380167 
1016,33513,Zdenci,Trg Hrvatskih branitelja 1,ZDENCI,ZDENCI,VIROVITIČKO-PODRAVSKA,45.583733765976255,17.95120431139344
1016,33514,Čačinci,Trg dr. Franje Tuđmana 1 A,ČAČINCI,ČAČINCI,VIROVITIČKO-PODRAVSKA,45.6009667 ,17.8673667 
1016,33515,Orahovica,Kralja Zvonimira 25,ORAHOVICA,ORAHOVICA,VIROVITIČKO-PODRAVSKA,45.5303833 ,17.8831500 
1016,33517,Mikleuš,Nikole Šubića Zrinskog 93,MIKLEUŠ,MIKLEUŠ,VIROVITIČKO-PODRAVSKA,45.6137000 ,17.8053667 
1016,33518,Nova Bukovica,Zagrebačka 15,NOVA BUKOVICA,NOVA BUKOVICA,VIROVITIČKO-PODRAVSKA,45.66350931948167,17.769453440475445
1016,33520,Slatina,Ulica bana Jelačića 29,SLATINA,SLATINA,VIROVITIČKO-PODRAVSKA,45.7042918,17.70447869999998
1016,33522,Voćin,Josipa Martinca 2,VOĆIN,VOĆIN,VIROVITIČKO-PODRAVSKA,45.6196333 ,17.5493000 
1016,33523,Čađavica,Kolodvorska 2,ČAĐAVICA,ČAĐAVICA,VIROVITIČKO-PODRAVSKA,45.7423167 ,17.8556833 
1016,33525,Sopje,Kralja Tomislava 18,SOPJE,SOPJE,VIROVITIČKO-PODRAVSKA,45.8016667 ,17.7464000 
1016,33533,Pivnica Slavonska,Pivnica Cesta 30,PIVNICA SLAVONSKA,PIVNICA SLAVONSKA,VIROVITIČKO-PODRAVSKA,45.7142898952858,17.48221629259035
1016,34000,Požega,Kamenita vrata 10,POŽEGA,POŽEGA,POŽEŠKO-SLAVONSKA,45.3350500 ,17.6780333 
1016,34303,Požega,"TC Kaufland, Njemačka ulica 40",POŽEGA,POŽEGA,POŽEŠKO-SLAVONSKA,45.336341445852724,17.68508359866246
1016,34304,Požega,Tekija 1/A,POŽEGA,POŽEGA,POŽEŠKO-SLAVONSKA,45.3315500 ,17.6704333 
1016,34308,Jakšić,Osječka 39,JAKŠIĆ,JAKŠIĆ,POŽEŠKO-SLAVONSKA,45.3579667 ,17.7670333 
1016,34310,Pleternica,Trg Hrvatskih branitelja 8,PLETERNICA,PLETERNICA,POŽEŠKO-SLAVONSKA,45.2864667 ,17.8021333 
1016,34312,Sesvete (kod Požege),Sesvete 78,SESVETE,PLETERNICA,POŽEŠKO-SLAVONSKA,45.34164030991275,17.835094290154074
1016,34315,Ratkovica,Ratkovica 3,RATKOVICA,PLETERNICA,POŽEŠKO-SLAVONSKA,45.230422271361235,17.729918828363452
1016,34322,Brestovac,Požeška 60 B,BRESTOVAC,BRESTOVAC,POŽEŠKO-SLAVONSKA,45.3308833 ,17.5962833 
1016,34330,Velika,Bana Josipa Jelačića 9,VELIKA,VELIKA,POŽEŠKO-SLAVONSKA,45.4428500 ,17.6658833 
1016,34334,Kaptol,Školska 5,KAPTOL,KAPTOL,POŽEŠKO-SLAVONSKA,45.431954619104374,17.724673909412104
1016,34335,Vetovo,Zagrebačka 3,VETOVO,VETOVO,POŽEŠKO-SLAVONSKA,45.413342397552924,17.789196832181005
1016,34340,Kutjevo,Republike Hrvatske 73,KUTJEVO,KUTJEVO,POŽEŠKO-SLAVONSKA,45.4214000 ,17.8810000 
1016,34343,Bektež,Bektež 4E,BEKTEŽ,BEKTEŽ,POŽEŠKO-SLAVONSKA,45.3971833 ,17.9241667 
1016,34350,Čaglin,Kolodvorska 1,ČAGLIN,ČAGLIN,POŽEŠKO-SLAVONSKA,45.3486000 ,17.9893000 
1016,34543,Poljana,Antunovačka 23,POLJANA,LIPIK,POŽEŠKO-SLAVONSKA,45.46816485235615,16.980490085942392
1016,34550,Pakrac,Trg bana Jelačića 19,PAKRAC,PAKRAC,POŽEŠKO-SLAVONSKA,45.43580285544992,17.193913138439256
1016,34551,Lipik,Udinska 7,LIPIK,LIPIK,POŽEŠKO-SLAVONSKA,45.413129373298176,17.162916699999982
1016,34552,Badljevina,Trg Franje Tuđmana 3,BADLJEVINA,PAKRAC,POŽEŠKO-SLAVONSKA,45.5132372791169,17.19279681684634
1016,35000,Slavonski Brod,Trg Hrvatskog proljeća 6,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1631000 ,18.0097833 
1016,35101,Slavonski Brod,Trg Pobjede 2,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.15738608961959,18.012506767272953
1016,35102,Slavonski Brod,"TC Kaufland, Naselje Slavonija II br. 5",SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.16246316949685,18.018900610095216
1016,35103,Slavonski Brod,Nikole Zrinskog 88,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1588917,18.02424450000001
1016,35104,Slavonski Brod,Zagrebačka 39,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1661833 ,17.9962667 
1016,35105,Slavonski Brod,Marinci 4,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1824833 ,17.9952667 
1016,35106,Slavonski Brod,Naselje Andrije Hebranga 5 B,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1576616,18.032662999999957
1016,35107,Podvinje,Trg svetog Antuna 1,PODVINJE,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1898919,18.03178009999999
1016,35108,Slavonski Brod,Mile Budaka 1,SLAVONSKI BROD,SLAVONSKI BROD,BRODSKO-POSAVSKA,45.1648000 ,18.0129500 
1016,35201,Podcrkavlje,Trg 108. Brigade 11,PODCRKAVLJE,PODCRKAVLJE,BRODSKO-POSAVSKA,45.2234667 ,18.0060167 
1016,35208,Ruščica,Trg Ivane Brlić Mažuranić 1,RUŠČICA,RUŠČICA,BRODSKO-POSAVSKA,45.14707107107803,18.07933005886082
1016,35209,Bukovlje,Josipa Kozarca 20,BUKOVLJE,BUKOVLJE,BRODSKO-POSAVSKA,45.18438306379551,18.066092711639385
1016,35210,Vrpolje,Trg dr. Franje Tuđmana 1,VRPOLJE,VRPOLJE,BRODSKO-POSAVSKA,45.21054795396843,18.40527874166412
1016,35211,Trnjani,Svetog Marka 46,TRNJANI,TRNJANI,BRODSKO-POSAVSKA,45.18763297380426,18.142616806055457
1016,35212,Garčin,Kralja Tomislava 92,GARČIN,GARČIN,BRODSKO-POSAVSKA,45.18210472647911,18.180366933131154
1016,35213,Oprisavci,Trg svetog Križa 1,OPRISAVCI,OPRISAVCI,BRODSKO-POSAVSKA,45.14635647189627,18.215013473847307
1016,35214,Donji Andrijevci,Trg kralja Tomislava 9,DONJI ANDRIJEVCI,DONJI ANDRIJEVCI,BRODSKO-POSAVSKA,45.18706158081205,18.296787093254124
1016,35220,Slavonski Šamac,Kralja Zvonimira 6,SLAVONSKI ŠAMAC,SLAVONSKI ŠAMAC,BRODSKO-POSAVSKA,45.06691157810316,18.481300755511483
1016,35221,Velika Kopanica,Vladimira Nazora 1,VELIKA KOPANICA,VELIKA KOPANICA,BRODSKO-POSAVSKA,45.156725663432304,18.395947362955212
1016,35222,Gundinci,Stjepana Radića 2,GUNDINCI,GUNDINCI,BRODSKO-POSAVSKA,45.158389707777594,18.49050005752133
1016,35224,Sikirevci,Ljudevita Gaja 4,SIKIREVCI,SIKIREVCI,BRODSKO-POSAVSKA,45.1078333 ,18.4647833 
1016,35250,Oriovac,Trg Hrvatskog preporoda 1,ORIOVAC,ORIOVAC,BRODSKO-POSAVSKA,45.1666000 ,17.7541167 
1016,35252,Sibinj,108. brigade Zng 6,SIBINJ,SIBINJ,BRODSKO-POSAVSKA,45.19045 ,17.91185 
1016,35253,Brodski Stupnik,Stjepana Radića 117,BRODSKI STUPNIK,BRODSKI STUPNIK,BRODSKO-POSAVSKA,45.1677667 ,17.7999833 
1016,35254,Bebrina,Bebrina 81,BEBRINA,BEBRINA,BRODSKO-POSAVSKA,45.0975667 ,17.8320333 
1016,35255,Slavonski Kobaš,Ante Starčevića 4,SLAVONSKI KOBAŠ,SLAVONSKI KOBAŠ,BRODSKO-POSAVSKA,45.1003667 ,17.7394000 
1016,35257,Lužani,Vladimira Nazora 48,LUŽANI,LUŽANI,BRODSKO-POSAVSKA,45.1676833 ,17.7026167 
1016,35400,Nova Gradiška,Trg kralja Tomislava 11,NOVA GRADIŠKA,NOVA GRADIŠKA,BRODSKO-POSAVSKA,45.25892461406511,17.380759627045904
1016,35403,Rešetari,Vladimira Nazora 28,REŠETARI,REŠETARI,BRODSKO-POSAVSKA,45.260849304981434,17.42368824983896
1016,35404,Cernik,Frankopanska 105A,CERNIK,CERNIK,BRODSKO-POSAVSKA,45.27967153339712,17.38142659935056
1016,35410,Nova Kapela,Trg kralja Tomislava 11,NOVA KAPELA,NOVA KAPELA,BRODSKO-POSAVSKA,45.1957667 ,17.6431667 
1016,35420,Staro Petrovo Selo,Trg kralja Tomislava 2,STARO PETROVO SELO,STARO PETROVO SELO,BRODSKO-POSAVSKA,45.231990175672536,17.513298845077884
1016,35422,Zapolje,Kardinala A. Stepinca 5,ZAPOLJE,ZAPOLJE,BRODSKO-POSAVSKA,45.24546463540894,17.465307152126342
1016,35423,Vrbje,Kralja Tomislava 2,VRBJE,VRBJE,BRODSKO-POSAVSKA,45.18787186961537,17.417911366801036
1016,35424,Orubica,Savska 40,ORUBICA,ORUBICA,BRODSKO-POSAVSKA,45.148629515095735,17.45688411778383
1016,35425,Davor,Gundulićeva 35/Ii,DAVOR,DAVOR,BRODSKO-POSAVSKA,45.11186174867512,17.513152021062183
1016,35428,Dragalić,Trg svetog Ivana Krstitelja 2,DRAGALIĆ,DRAGALIĆ,BRODSKO-POSAVSKA,45.24885897239846,17.288135423278845
1016,35429,Gornji Bogićevci,Trg Hrvatskih banitelja 1,GORNJI BOGIĆEVCI,GORNJI BOGIĆEVCI,BRODSKO-POSAVSKA,45.258270136246146,17.23450247491951
1016,35430,Okučani,Alojzija Stepinca 24,OKUČANI,OKUČANI,BRODSKO-POSAVSKA,45.25944866572973,17.20087930417901
1016,35435,Stara Gradiška,Trg Hrvatskih branitelja 1,STARA GRADIŠKA,STARA GRADIŠKA,BRODSKO-POSAVSKA,45.14773985180252,17.24188899942385
1016,40000,Čakovec,Tome Masaryka 28,ČAKOVEC,ČAKOVEC,MEĐIMURSKA,46.3909667 ,16.4345667 
1016,40101,Čakovec,Nikole Pavića 14,ČAKOVEC,ČAKOVEC,MEĐIMURSKA,46.3792655,16.442871400000058
1016,40305,Nedelišće,Maršala Tita 1,NEDELIŠĆE,NEDELIŠĆE,MEĐIMURSKA,46.3764333 ,16.3801167 
1016,40306,Macinec,Glavna 5,MACINEC,MACINEC,MEĐIMURSKA,46.3879500 ,16.3241333 
1016,40311,Lopatinec,Ivana Gorana Kovačiaća 111 A,LOPATINEC,LOPATINEC,MEĐIMURSKA,46.4276029286828 ,16.381212380981424 
1016,40312,Štrigova,Štrigova 88 A,ŠTRIGOVA,ŠTRIGOVA,MEĐIMURSKA,46.5007500 ,16.2870667 
1016,40313,Sveti Martin na Muri,Trg svetog Martina 7,SVETI MARTIN NA MURI,SVETI MARTIN NA MURI,MEĐIMURSKA,46.5252167 ,16.3626333 
1016,40314,Selnica,Trg bana Jelačića 4,SELNICA,SELNICA,MEĐIMURSKA,46.4932333 ,16.3981167 
1016,40315,Mursko Središće,Frankopanska 9,MURSKO SREDIŠĆE,MURSKO SREDIŠĆE,MEĐIMURSKA,46.51265149331481,16.441215835499634
1016,40316,Vratišinec,Dr. Vinka Žganca 3,VRATIŠINEC,VRATIŠINEC,MEĐIMURSKA,46.4770500 ,16.4555833 
1016,40317,Podturen,Ivana Grščića 5,PODTUREN,PODTUREN,MEĐIMURSKA,46.4657833 ,16.5466333 
1016,40318,Dekanovec,Florijana Andrašeca 41,DEKANOVEC,DEKANOVEC,MEĐIMURSKA,46.4468833 ,16.5800167 
1016,40319,Belica,Kralja Tomislava 91,BELICA,BELICA,MEĐIMURSKA,46.4058167 ,16.5201833 
1016,40320,Donji Kraljevec,Kolodvorska 50,DONJI KRALJEVEC,DONJI KRALJEVEC,MEĐIMURSKA,46.3670333 ,16.6494500 
1016,40321,Mala Subotica,Glavna 28,MALA SUBOTICA,MALA SUBOTICA,MEĐIMURSKA,46.374843082448095,16.52763713914794
1016,40322,Orehovica,Nikole Tesle 23,OREHOVICA,OREHOVICA,MEĐIMURSKA,46.328305495538395,16.506082485180627
1016,40323,Prelog,Glavna 43,PRELOG,PRELOG,MEĐIMURSKA,46.337224878234664,16.61528706550598
1016,40324,Goričan,Trg svetog Leonarda 22,GORIČAN,GORIČAN,MEĐIMURSKA,46.3844500 ,16.6754167 
1016,40326,Sveta Marija,Trg bana Jelačića 1,SVETA MARIJA,SVETA MARIJA,MEĐIMURSKA,46.33221852405466,16.74476844851415
1016,40327,Donji Vidovec,Trg oslobođenja 5,DONJI VIDOVEC,DONJI VIDOVEC,MEĐIMURSKA,46.32967767691548,16.783385076790637
1016,40328,Donja Dubrava,Trg Republike 16,DONJA DUBRAVA,DONJA DUBRAVA,MEĐIMURSKA,46.31575562284278,16.811203549212678
1016,40329,Kotoriba,Kolodvorska 4,KOTORIBA,KOTORIBA,MEĐIMURSKA,46.3538000 ,16.8112667 
1016,42000,Varaždin,Trg slobode 9,VARAŽDIN,VARAŽDIN,VARAŽDINSKA,46.3054500 ,16.3365500 
1016,42103,Varaždin,Miškinina 1,VARAŽDIN,VARAŽDIN,VARAŽDINSKA,46.31090750523924,16.345077225131263
1016,42104,Varaždin,Miroslava Krleže 4,VARAŽDIN,VARAŽDIN,VARAŽDINSKA,46.2978500 ,16.3376167 
1016,42105,Varaždin,Optujska 38 D,VARAŽDIN,VARAŽDIN,VARAŽDINSKA,46.3147111492245,16.327415690213
1016,42201,Beretinec,Trg Hrvatskih branitelja 1,BERETINEC,BERETINEC,VARAŽDINSKA,46.2484667 ,16.3063000 
1016,42202,Trnovec Bartolovečki,Bartolovečka 76,TRNOVEC  BARTOLOVEČKI,TRNOVEC  BARTOLOVEČKI,VARAŽDINSKA,46.2918333 ,16.4047500 
1016,42203,Jalžabet,Trg braće Radića 7,JALŽABET,JALŽABET,VARAŽDINSKA,46.2579000 ,16.4732500 
1016,42204,Turčin,Trg dr. Franje Tuđmana 2 B,TURČIN,TURČIN,VARAŽDINSKA,46.2555500 ,16.3616000 
1016,42205,Vidovec,Trg svetog Vida 2,VIDOVEC,VIDOVEC,VARAŽDINSKA,46.2851333 ,16.2382500 
1016,42206,Petrijanec,Vladimira Nazora 106,PETRIJANEC,PETRIJANEC,VARAŽDINSKA,46.3458833 ,16.2279000 
1016,42207,Vinica,Opečka 33,VINICA,VINICA,VARAŽDINSKA,46.3343000 ,16.1523000 
1016,42208,Cestica,Dravska 3,CESTICA,CESTICA,VARAŽDINSKA,46.3694000 ,16.1273667 
1016,42209,Sračinec,Varaždinska 96 A,SRAČINEC,SRAČINEC,VARAŽDINSKA,46.3282833 ,16.2835167 
1016,42212,Kućan Marof,Marofska 2,KUČAN MAROF,VARAŽDIN,VARAŽDINSKA,46.2925667 ,16.3718667 
1016,42214,Sveti Ilija,Trg J. Gordijana 2,SVETI ILIJA,SVETI ILIJA,VARAŽDINSKA,46.2449333 ,16.3251500 
1016,42220,Novi Marof,Varaždinska 19,NOVI  MAROF,NOVI MAROF,VARAŽDINSKA,46.1667667 ,16.3352167 
1016,42222,Ljubeščica,Zagrebačka 17,LJUBEŠĆICA,LJUBEŠĆICA,VARAŽDINSKA,46.1712500 ,16.3878333 
1016,42223,Varaždinske Toplice,Trg slobode 14,VARAŽDINSKE TOPLICE,VARAŽDINSKE TOPLICE,VARAŽDINSKA,46.2098833 ,16.4223667 
1016,42224,Visoko,Visoko 20,VISOKO,VISOKO,VARAŽDINSKA,46.0880833 ,16.3230833 
1016,42225,Breznički Hum,Breznički Hum 3,BREZNIČKI HUM,BREZNIČKI HUM,VARAŽDINSKA,46.10410301595867 ,16.280847787857055 
1016,42226,Bisag,Bisag Bb,BISAG,BISAG,VARAŽDINSKA,46.0332000 ,16.2997167 
1016,42230,Ludbreg,Trg svetog Trojstva 20 A,LUDBREG,LUDBREG,VARAŽDINSKA,46.25043060879883,16.619135457343873
1016,42231,Mali Bukovec,P. Miškine 19,MALI BUKOVEC,MALI BUKOVEC,VARAŽDINSKA,46.2824000 ,16.7392667 
1016,42232,Martijanec,Varaždinska 64,DONJI MARTIJANEC,DONJI MARTIJANEC,VARAŽDINSKA,46.2642667 ,16.5437167 
1016,42233,Sveti Đurđ,Braće Radića 1,SVETI  ĐURĐ,SVETI  ĐURĐ,VARAŽDINSKA,46.2810667 ,16.6051500 
1016,42240,Ivanec,Vladimira Nazora 2,IVANEC,IVANEC,VARAŽDINSKA,46.2245833 ,16.1243667 
1016,42242,Radovan,Varaždinska 11,RADOVAN,RADOVAN,VARAŽDINSKA,46.2301500 ,16.2464000 
1016,42243,Maruševec,Maruševec 17,MARUŠEVEC,MARUŠEVEC,VARAŽDINSKA,46.2874333 ,16.1867667 
1016,42244,Klenovnik,Klenovnik 8,KLENOVNIK,KLENOVNIK,VARAŽDINSKA,46.2692833 ,16.0773333 
1016,42245,Donja Voća,Donja Voća 26,DONJA  VOĆA,DONJA  VOĆA,VARAŽDINSKA,46.3002167 ,16.1080167 
1016,42250,Lepoglava,Prvog Hrvatskog sveučilišta 5,LEPOGLAVA,LEPOGLAVA,VARAŽDINSKA,46.2097833 ,16.0381000 
1016,42253,Bednja,Trakošćanska 2,BEDNJA,BEDNJA,VARAŽDINSKA,46.2282667 ,15.9828833 
1016,43000,Bjelovar,Gajeva 2,BJELOVAR,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.89866095494009,16.84044198554011
1016,43103,Bjelovar,"TC Kaufland, Vlahe Paljetka 4",BJELOVAR,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.9030622,16.851974100000006
1016,43104,Bjelovar,Dr. Ante Starčevića 8,BJELOVAR,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.89623070316662,16.844562521038256
1016,43202,Zrinski Topolova,Zrinski Topolovac 274,ZRINSKI TOPOLOVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,46.02229688301416,16.75191276655471
1016,43203,Kapela,Crkvena 2,KAPELA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.98812403970785,16.85233169190701
1016,43212,Rovišće,Trg Hrvatskih branitelja 2,ROVIŠĆE,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.94566656955701,16.732089374100383
1016,43226,Veliko Trojstvo,Braće Radića 47,VELIKO TROJSTVO,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.93159494907815,16.92970886724447
1016,43227,Šandrovac,Bjelovarska 6,ŠANDROVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.90535969045983,17.02687752073291
1016,43231,Ivanska,Slavka Kolara 1,IVANSKA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.7833667 ,16.8038667 
1016,43232,Berek,Berek 77,BEREK,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.741354781339766,16.83025542071323
1016,43240,Čazma,Kralja Tomislava 14,ČAZMA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.748054788683895,16.614690642360642
1016,43245,Gornji Draganec,Gornji Draganec 234,GORNJI DRAGANEC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.78478876979127,16.64928261427349
1016,43246,Štefanje,Štefanje 61,ŠTEFANJE,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.80478249379678,16.717688558506893
1016,43247,Narta,Narta 331,NARTA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.833941425041644,16.81056378051244
1016,43251,Gudovac,Gudovac 31,GUDOVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.881107558225544,16.785543380967738
1016,43270,Veliki Grđevac,Trg Mate Lovraka 54,VELIKI GRĐEVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.7515833 ,17.0497500 
1016,43271,Velika Pisanica,Trg Hrvatskih branitelja 2,VELIKA PISANICA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.802044,17.06562280000003
1016,43272,Nova Rača,Trg Stjepana Radića 11,NOVA RAČA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.7990000 ,16.9515667 
1016,43273,Bulinac,Bulinac 77,BULINAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.8165167 ,16.9814167 
1016,43274,Severin,Severin 137,SEVERIN,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.8398096,16.965843199999995
1016,43280,Garešnica,Trg Hrvatskih branitelja 11,GAREŠNICA,GAREŠNICA,BJELOVARSKO-BILOGORSKA,45.5748167 ,16.9420167 
1016,43282,Veliko Vukovje,Veliko Vukovje 146,VELIKO VUKOVJE,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.52016564481925,16.88690090978696
1016,43283,Kaniška Iva,Kaniška Iva 118,KANIŠKA IVA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.52889999999999,16.92303481653289
1016,43284,Hercegovac,Trg kralja Zvonimira 3,HERCEGOVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.65498642993634,17.00829367361075
1016,43285,Velika Trnovitica,Velika Trnovitica 223 A,VELIKA TRNOVITICA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.68656949236855,16.953041598147592
1016,43290,Grubišno Polje,Ivana Nepomuka Jemeršića 2,GRUBIŠNO POLJE,GRUBIŠNO POLJE,BJELOVARSKO-BILOGORSKA,45.702718,17.171635700000024
1016,43293,Veliki Zdenci,Trg kralja Tomislava 8,VELIKI ZDENCI,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.6740354,17.10753090000003
1016,43500,Daruvar,Josipa Jelačića 6,DARUVAR,DARUVAR,BJELOVARSKO-BILOGORSKA,45.59291501504422,17.223066700000004
1016,43505,Končanica (Končenice),Končanica 221,KONČANICA,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.6377833 ,17.1649500 
1016,43506,Dežanovac,Dežanovac 311,DEŽANOVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.56453918275864,17.082737295037077
1016,43532,Đulovac,Đurina Ulica 132,ĐULOVAC,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.66446543665627,17.432325807934603
1016,43541,Sirač,Stjepana Radića 120,SIRAČ,BJELOVAR,BJELOVARSKO-BILOGORSKA,45.527643011305635,17.257272844180306
1016,44000,Sisak,Stjepana I Antuna Radića 29,SISAK,SISAK,SISAČKO-MOSLAVAČKA,45.4883189,16.372542899999985
1016,44010,Sisak-Caprag,Hrvatskog narodnog preporoda 6,SISAK,SISAK,SISAČKO-MOSLAVAČKA,45.457814473359036,16.38738927553254
1016,44103,Sisak,Augusta Cesarca 109 A,SISAK,SISAK,SISAČKO-MOSLAVAČKA,45.47178791761615,16.365507084655746
1016,44104,Sisak,Galdovačka 6,SISAK,SISAK,SISAČKO-MOSLAVAČKA,45.47822642589515,16.391080448132356
